0,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,2
0,2
0,2
0,2
0,2
0,1
0,2
0,2
0,2
0,2
0,2
0,1
0,1
0,1
0,2
0,1
0,2
0,2
0,1
0,2
0,2
0,2
0,1
0,1
0,1
0,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,2
0,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,2
-1,2
-1,2
-1,2
-1,3
-1,3
-1,3
-1,2
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-1,3
-2,3
-2,3
-1,3
-2,3
-2,3
-2,3
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-1,3
-1,3
-1,3
-2,3
-2,3
-1,3
-1,3
-1,3
-1,3
-2,3
-2,3
-2,3
-1,3
-2,4
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,3
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,4
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,4
-2,5
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,5
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,4
-2,5
-2,5
-2,5
-2,5
-2,5
-2,4
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
-2,5
